Name,Detail description en,Detail description vn,Location
Bánh tráng cuốn thịt heo Đà Nẵng,"Thin rice paper rolls filled with boiled sliced pork, herbs, rice paper, and dipped in local fish sauce or mam nem. Taste is fresh, savory and aromatic. Best as light meal or sharing dish. A signature Da Nang specialty featuring tender pork and abundant herbs.","Bánh tráng cuốn thịt heo là bánh tráng cuốn thịt heo luộc, rau thơm, chấm nước mắm hoặc mắm nêm. Vị tươi, mặn và thơm. Thích hợp làm bữa nhẹ hoặc chia sẻ. Đặc sản Đà Nẵng với thịt mềm và rau nhiều.",Đà Nẵng
Chè ba màu,"Three-colored dessert of mung bean paste, red beans, pandan jelly and coconut milk over shaved ice. Taste is sweet, creamy and refreshing. Best as afternoon snack or dessert on hot days. A Saigon street dessert popular for its attractive layers and cooling effect.","Chè ba màu gồm đậu xanh, đậu đỏ, thạch lá dứa và nước cốt dừa trên đá bào. Vị ngọt, béo và mát. Thích hợp ăn xế hoặc tráng miệng trong ngày nóng. Món chè đường phố Sài Gòn nổi bật bởi màu sắc bắt mắt.",Hồ Chí Minh
Lẩu mắm,"A Mekong hotpot built on a fermented fish-based broth with seafood, river fish, pork, eggplant, cabbage, and herbs. Taste is pungent, umami and intensely savory. Best for communal meals like dinner. A robust southern specialty appreciated by fans of fermented flavors.","Lẩu mắm dùng nước dùng làm từ mắm cá, nấu cùng hải sản, cá sông, thịt heo, cà tím, bắp cải và nhiều rau thơm. Vị nồng, umami và đậm đà. Thường ăn tập thể vào buổi tối. Đặc trưng miền Tây, dành cho người thích mùi mắm mạnh.",Miền Tây
Lẩu cua đồng,"Claypot hotpot made with freshwater crab broth, vegetables like water spinach and bean sprouts, often served with rice vermicelli or tapioca noodles. Taste is sweet, earthy and comforting. Best for family lunch or dinner during cooler weather. Common countryside dish using fresh field crabs.","Lẩu cua đồng có nước dùng cua đồng thơm, ăn kèm rau đồng như rau muống, giá và bún hoặc mì. Vị ngọt, đậm và ấm bụng. Phù hợp ăn gia đình trưa hoặc tối vào ngày mát. Món quê dùng cua đồng tươi ngon.",Northern & Central Vietnam
Bánh giò,"Pyramid-shaped steamed rice cake filled with minced pork and wood ear mushrooms, wrapped in banana leaf. Taste is soft, savory and aromatic. Common as breakfast or snack. Popular in northern and central regions and sold by street vendors.","Bánh giò là bánh nếp hình chóp, nhân thịt băm và mộc nhĩ, gói lá chuối và hấp. Vị mềm, mặn và thơm lá. Thường ăn sáng hoặc ăn vặt. Món quen thuộc ở nhiều tỉnh Bắc - Trung.",Nationwide
Bánh tằm bì Sóc Trăng,"Thick rice noodle strips topped with shredded pork skin, shredded pork, coconut, herbs and fish sauce. Taste is savory, slightly sweet and textured. Best as lunch or snack. A southern Mekong specialty combining diverse toppings and textures.","Bánh tằm bì gồm sợi bánh tằm to, ăn kèm bì (da và thịt xé), dừa, rau thơm và nước mắm. Vị mặn, hơi ngọt và nhiều kết cấu. Thích hợp ăn trưa hoặc ăn vặt. Đặc sản miền Tây Nam Bộ, nổi bật ở Sóc Trăng.",Sóc Trăng / Cần Thơ
Bún đậu mắm tôm,"Chunks of fried tofu, boiled pork, rice vermicelli and herbs served with pungent fermented shrimp paste (mắm tôm) dip. Taste is bold, savory and strong-smelling. Common as lunch or casual meal. A Hanoi street favorite often enjoyed with beer among youth.","Bún đậu mắm tôm gồm đậu rán, thịt luộc, bún và rau, chấm mắm tôm nồng. Vị mạnh, mặn và đậm đà. Thường ăn trưa hoặc món lai rai. Món ăn đường phố Hà Nội, được giới trẻ ưa thích kèm bia.",Hà Nội
Cà phê trứng Hà Nội,"Creamy egg coffee made with strong Vietnamese coffee topped with a whipped sweet egg yolk cream. Taste is rich, sweet and coffee-forward. Best in the morning or as an afternoon treat. Invented in Hanoi during the 1940s when milk was scarce; egg became a substitute and created a signature beverage.","Cà phê trứng là cà phê Việt pha mạnh, phủ kem trứng đánh bông ngọt. Vị béo, ngọt và đậm cà phê. Thường uống sáng hoặc xế. Ra đời ở Hà Nội những năm 1940 khi thiếu sữa, dùng trứng thay thế và tạo nên thức uống đặc trưng.",Hà Nội
Bánh pía Sóc Trăng,"Pastry with flaky crust and fillings like durian, mung bean, salted egg yolk and coconut. Taste is sweet, rich and sometimes savory from salted egg. Best as snack or gift. A southern specialty influenced by Chinese migrants, popular as travel gift.","Bánh pía là bánh vỏ lớp giòn, nhân sầu riêng, đậu xanh, trứng muối và dừa. Vị ngọt, béo và đôi khi mặn từ lòng đỏ muối. Thích hợp ăn vặt hoặc làm quà. Đặc sản Sóc Trăng, có nguồn gốc ảnh hưởng Hoa kiều.",Sóc Trăng
Bánh ít lá gai,"Small sticky rice cake colored and flavored with gai leaves, filled with mung bean and coconut or pork. Taste is sweet, chewy and slightly earthy from the leaves. Best as snack or gift. Common specialty in southern and central localities, especially during holidays.","Bánh ít lá gai làm từ bột nếp trộn lá gai, nhân đậu xanh, dừa hoặc thịt. Vị ngọt, dẻo và hơi thơm lá gai. Thường làm ăn vặt hoặc biếu. Phổ biến ở Nam Trung Bộ và miền Nam trong dịp lễ.",Nam Trung Bộ / Miền Nam
Gỏi cá Nha Trang,"Raw fish salad (typically fish mai) marinated and mixed with herbs, ginger, chili, and peanuts, served with rice crackers. Taste is fresh, tangy and aromatic. Best as appetizer or light meal, especially by the seaside. A coastal specialty of Nha Trang celebrated for fresh seafood.","Gỏi cá Nha Trang dùng cá sống (thường là cá mai) trộn gừng, ớt, rau thơm và đậu phộng, ăn kèm bánh tráng. Vị tươi, chua cay và thơm. Thường làm khai vị hoặc bữa nhẹ ven biển. Đặc sản Nha Trang nổi bật hải sản tươi.",Nha Trang (Khánh Hòa)
Bún cá Nha Trang,"Fish noodle soup featuring local fish, tamarind or tomato-based broth, rice vermicelli and fresh herbs. Taste is tangy, savory and seafood-forward. Best for lunch. A coastal classic using fresh catch from the South Central coast.","Bún cá Nha Trang là bún nước với cá tươi, nước dùng chua thanh từ me hoặc cà, kèm rau thơm. Vị chua, đậm và hải sản rõ rệt. Thường ăn trưa. Món đặc trưng vùng duyên hải Nam Trung Bộ.",Nha Trang
Cơm gà Hội An,"Fragrant rice cooked in chicken stock served with shredded roasted or boiled chicken, herbs, chili, and a small bowl of chicken broth. Taste is savory, aromatic and comforting. Best for lunch. A famous Hội An speciality with Chinese influences and distinctive fragrant rice.","Cơm gà Hội An là cơm nấu bằng nước luộc gà, ăn kèm gà xé, rau thơm, ớt và bát nước dùng nhỏ. Vị mặn, thơm và dễ ăn. Thường ăn trưa. Đặc sản Hội An có ảnh hưởng Trung Hoa, nổi bật với cơm thơm.",Hội An (Quảng Nam)
Bánh đập Huế,"Crunchy grilled flat rice cake served with a thin rice cracker and shrimp paste or fish sauce dip. Taste is chewy, crispy and savory. Best as snack. Often paired with bánh nậm or bánh lọc; a popular street food in Huế representing central tastes.","Bánh đập gồm bánh tráng nướng giòn ăn kèm bánh ướt hoặc bánh ướt ép, chấm mắm nêm hoặc mắm tôm. Vị dẻo, giòn và mặn. Thích hợp ăn vặt. Món phổ biến ở Huế, thường đi kèm các loại bánh Huế khác.",Huế
Mít trộn,"Southern salad made with shredded jackfruit, peanut, coconut, herbs, chilies and sometimes crispy fried shallots or pork floss, tossed in a sweet-sour dressing. Taste is sweet, tangy and crunchy. Best as snack or side dish. A Mekong Delta specialty that balances textures and flavors.","Mít trộn là món trộn mít non bào sợi, rắc đậu phộng, dừa nạo, rau thơm, ớt và hành phi, trộn sốt chua ngọt. Vị ngọt, chua và giòn. Thường ăn vặt hoặc ăn kèm. Đặc sản miền Tây với sự cân bằng kết cấu và vị.",Miền Tây
Bún ốc Hà Nội,"Snail noodle soup with tomato or sour broth, snails, tofu, herbs and sometimes vinegar or tamarind. Taste is tangy, savory and slightly chewy from snails. Best for lunch. A traditional Hanoi specialty enjoyed by locals for its bright flavors.","Bún ốc có ốc luộc hoặc om ăn với nước dùng cà chua chua, đậu rán, rau thơm và đôi khi thêm giấm bỗng. Vị chua, đậm và ốc dai. Thường ăn trưa. Món truyền thống Hà Nội, được yêu thích vì vị chua thanh.",Hà Nội
Nem nướng Nha Trang,"Grilled pork skewers (nem nướng) served with rice paper, fresh herbs, pickles and peanut sauce. Taste is sweet, smoky and savory. Ideal as dinner or shared appetizer. Nha Trang’s seaside twist and sauces make this a beloved local street-food item.","Nem nướng là chả heo xiên nướng, ăn kèm bánh tráng, rau sống, đồ chua và tương đậu phộng. Vị ngọt, khói và mặn. Thích hợp ăn tối hoặc chia sẻ. Phiên bản Nha Trang nổi tiếng nhờ nước chấm và không khí ven biển.",Nha Trang
Bánh tráng trộn,"Popular street snack of shredded rice paper mixed with dried beef, quail eggs, herbs, peanuts, tamarind and chili. Taste is sweet, sour, spicy and umami. Best as afternoon snack. A Saigon-born street food phenomenon enjoyed by students and youth.","Bánh tráng trộn là bánh tráng xé trộn thịt khô, trứng cút, rau thơm, đậu phộng, me và ớt. Vị ngọt, chua, cay và umami. Thường ăn xế. Món vặt bắt nguồn từ Sài Gòn, được giới trẻ ưa chuộng.",Hồ Chí Minh
Bánh bò,"Steamed or baked sponge-like cake made from rice flour, sugar and yeast, sometimes coconut milk; comes in small round molds. Taste is sweet, chewy and airy. Often eaten as snack or dessert. A traditional Vietnamese sweet treat served at many markets.","Bánh bò là bánh xốp làm từ bột gạo, đường, men và thỉnh thoảng có nước cốt dừa. Vị ngọt, dẻo và xốp. Thường ăn vặt hoặc tráng miệng. Món ngọt truyền thống Việt Nam có mặt ở chợ và quán vỉa hè.",Nationwide
Bánh cam / Bánh rán,"Deep-fried glutinous rice balls filled with sweet mung bean paste (bánh cam) or with savory fillings (regional variants), coated with sesame seeds. Taste is sweet, crunchy on the outside and chewy inside. Common snack or dessert. Traditional treat often eaten at festivals or family gatherings.","Bánh cam/bánh rán là bánh nếp chiên nhân đậu xanh, bọc mè, lớp ngoài giòn lớp trong dẻo. Vị ngọt, giòn và dẻo. Làm món ăn vặt hoặc tráng miệng, thường xuất hiện trong các dịp lễ hoặc họp mặt gia đình.",Nationwide
Thịt kho tàu,Caramelized braised pork belly and boiled eggs cooked in coconut juice and fish sauce until tender. Taste is sweet-salty and rich. Traditionally served at Tet with rice or bánh chưng. A beloved Southern home-cooked comfort food symbolizing family and reunion.,"Thịt kho tàu là thịt ba chỉ kho với nước dừa và nước mắm, kèm trứng luộc cho thấm gia vị. Vị ngọt mặn và béo. Thường ăn trong dịp Tết với cơm hoặc bánh chưng. Món nhà truyền thống miền Nam gắn với sum họp gia đình.",Miền Nam
Ốc xào me,"Stir-fried snails in tamarind sauce with garlic, chili and sugar, often garnished with peanuts and herbs. Taste is tangy, spicy and sweet. Common as evening snack or shared dish with drinks. Popular in southern cities with abundant seafood.","Ốc xào me là ốc xào sốt me với tỏi, ớt, đường, thường rắc đậu và rau thơm. Vị chua cay và ngọt. Thường ăn tối hoặc lai rai cùng bia. Món hải sản phổ biến ở các tỉnh Nam Bộ.",Hồ Chí Minh / Miền Nam
Bánh căn,"Small round rice pancakes cooked in a special pan, topped with egg, shrimp or pork and served with dipping fish sauce and herbs. Taste is crispy on edges and soft inside, savory. Best as breakfast or snack. Found in coastal central Vietnam (Phan Thiết, Nha Trang).","Bánh căn là những bánh tròn nhỏ làm từ bột gạo, thêm trứng, tôm hoặc thịt, ăn kèm nước mắm chấm và rau. Vị giòn rìa, mềm giữa và mặn. Thường ăn sáng hoặc ăn vặt. Phổ biến ở Phan Thiết, Nha Trang và miền Trung ven biển.",Phan Thiết / Nha Trang
Bánh hỏi,"Very thin woven rice vermicelli sheets often served with grilled meat or pork and herbs, drizzled with scallion oil. Taste is delicate, slightly chewy and fragrant. Best at lunch or dinner. Specialty of Central Vietnam, often featured at celebrations and family meals.","Bánh hỏi là tấm bánh phở sợi mảnh xếp khéo, ăn kèm thịt nướng, bì và mỡ hành. Vị nhẹ nhàng, hơi dai và thơm mỡ hành. Thường ăn trưa hoặc tối. Đặc sản miền Trung, hay xuất hiện trong mâm cỗ và tiệc tùng.",Huế / Bình Định
Bún cá Phú Yên,"Regional fish noodle soup with clear, aromatic fish broth, fried fish pieces, tomatoes, herbs and sometimes coconut milk. Taste is fresh, slightly tangy and savory. Best for lunch near the coast. Popular on the South Central coast where fresh fish is abundant.","Bún cá Phú Yên có nước dùng cá thơm, miếng cá rán, cà chua, rau thơm và đôi khi có nước cốt dừa. Vị tươi, hơi chua và đậm. Thường ăn trưa ven biển. Món đặc trưng cho vùng duyên hải Nam Trung Bộ.",Phú Yên
